dataset,x,load_percent,metric,source,minimum_bits,minimum_count,epoch,points,fit_min_bits,fit_max_bits,intercept,slope_blocks_per_bit,residual_blocks,r_squared,estimate_at_2^-96
primary,16,125,post,full-window,6.000000000,1024,,25,6.299678822,14.980409272,9.125638917,2.786313302,0.144365233,0.999631269,276.611715893
primary,16,125,post,full-window,8.000000000,32,,27,8.233121744,19.540568381,12.532560812,2.478074535,1.033268628,0.983705066,250.427716211
primary,16,125,post,full-window,8.000000000,64,,26,8.233121744,18.733213459,11.488117311,2.568170749,0.812388990,0.989169627,258.032509221
primary,16,125,post,full-window,8.000000000,256,,23,8.233121744,16.552916774,9.305185256,2.762069533,0.284476552,0.998320687,274.463860396
primary,16,125,post,full-window,8.000000000,1024,,20,8.233121744,14.980409272,8.523916204,2.834565029,0.057294158,0.999911147,280.642159008
primary,16,125,post,full-window,10.000000000,32,,22,10.059181731,19.540568381,14.498128370,2.350622280,1.009432235,0.976985806,240.157867260
primary,16,125,post,full-window,10.000000000,64,,21,10.059181731,18.733213459,13.068343904,2.462798508,0.814942963,0.983612326,249.497000636
primary,16,125,post,full-window,10.000000000,256,,18,10.059181731,16.552916774,9.724681572,2.732089315,0.313982785,0.996744349,272.005255777
primary,16,125,post,full-window,10.000000000,1024,,15,10.059181731,14.980409272,8.238943129,2.856431422,0.035020017,0.999943060,282.456359615
primary,16,125,post,full-window,12.000000000,32,,16,12.170079106,19.540568381,18.694316806,2.092323106,0.869225445,0.968888999,219.557335008
primary,16,125,post,full-window,12.000000000,64,,15,12.170079106,18.733213459,16.823227516,2.224861379,0.731047857,0.975187134,230.409919940
primary,16,125,post,full-window,12.000000000,256,,12,12.170079106,16.552916774,11.518969339,2.609703104,0.333495076,0.992222450,262.050467329
primary,16,125,post,full-window,12.000000000,1024,,9,12.170079106,14.980409272,7.999127057,2.873849985,0.041973514,0.999794459,283.888725607
primary,16,125,post,epoch,6,32,0,30,6.255639151,16.540568381,10.384918299,3.143410535,1.388205896,0.975991441,312.152329646
primary,16,125,post,epoch,6,32,1,24,6.351333463,15.624960569,12.785288889,2.681622577,0.810699728,0.987426827,270.221056238
primary,16,125,post,epoch,6,32,2,25,6.007305024,16.445411148,11.139524293,2.427532599,0.420610808,0.996869993,244.182653843
primary,16,125,post,epoch,6,32,3,27,6.359105500,16.912537159,6.603584328,2.775166746,1.492795208,0.965988438,273.019591956
primary,16,125,post,epoch,6,32,4,20,6.258691028,16.955605881,13.331154025,1.922394011,0.610151754,0.989923108,197.880979042
primary,16,125,post,epoch,6,32,5,13,6.431212571,16.385290156,16.932216306,1.233486501,0.585332750,0.979292535,135.346920378
primary,16,125,post,epoch,6,32,6,18,6.166936976,16.415037499,19.254619972,1.641314217,0.750773641,0.981385806,176.820784782
primary,16,125,post,epoch,6,32,7,19,6.038572916,16.714597781,18.350835517,1.696768285,0.991742694,0.970665946,181.240590922
primary,16,125,insertion,full-window,6.000000000,32,,32,6.299678822,19.540568381,12.572657366,2.543333035,0.995184897,0.989108582,256.732628678
primary,16,125,insertion,full-window,6.000000000,64,,31,6.299678822,18.733213459,11.855022135,2.612376822,0.764466547,0.993166184,262.643197081
primary,16,125,insertion,full-window,6.000000000,256,,28,6.299678822,16.552916774,10.496210256,2.747570097,0.262803704,0.999017126,274.262939544
primary,16,125,insertion,full-window,6.000000000,1024,,25,6.299678822,14.980409272,10.125638917,2.786313302,0.144365233,0.999631269,277.611715893
primary,16,125,insertion,full-window,8.000000000,32,,27,8.233121744,19.540568381,13.532560812,2.478074535,1.033268628,0.983705066,251.427716211
primary,16,125,insertion,full-window,8.000000000,64,,26,8.233121744,18.733213459,12.488117311,2.568170749,0.812388990,0.989169627,259.032509221
primary,16,125,insertion,full-window,8.000000000,256,,23,8.233121744,16.552916774,10.305185256,2.762069533,0.284476552,0.998320687,275.463860396
primary,16,125,insertion,full-window,8.000000000,1024,,20,8.233121744,14.980409272,9.523916204,2.834565029,0.057294158,0.999911147,281.642159008
primary,16,125,insertion,full-window,10.000000000,32,,22,10.059181731,19.540568381,15.498128370,2.350622280,1.009432235,0.976985806,241.157867260
primary,16,125,insertion,full-window,10.000000000,64,,21,10.059181731,18.733213459,14.068343904,2.462798508,0.814942963,0.983612326,250.497000636
primary,16,125,insertion,full-window,10.000000000,256,,18,10.059181731,16.552916774,10.724681572,2.732089315,0.313982785,0.996744349,273.005255777
primary,16,125,insertion,full-window,10.000000000,1024,,15,10.059181731,14.980409272,9.238943129,2.856431422,0.035020017,0.999943060,283.456359615
primary,16,125,insertion,full-window,12.000000000,32,,16,12.170079106,19.540568381,19.694316806,2.092323106,0.869225445,0.968888999,220.557335008
primary,16,125,insertion,full-window,12.000000000,64,,15,12.170079106,18.733213459,17.823227516,2.224861379,0.731047857,0.975187134,231.409919940
primary,16,125,insertion,full-window,12.000000000,256,,12,12.170079106,16.552916774,12.518969339,2.609703104,0.333495076,0.992222450,263.050467329
primary,16,125,insertion,full-window,12.000000000,1024,,9,12.170079106,14.980409272,8.999127057,2.873849985,0.041973514,0.999794459,284.888725607
primary,16,125,insertion,epoch,6,32,0,30,6.255639151,16.540568381,11.384918299,3.143410535,1.388205896,0.975991441,313.152329646
primary,16,125,insertion,epoch,6,32,1,24,6.351333463,15.624960569,13.785288889,2.681622577,0.810699728,0.987426827,271.221056238
primary,16,125,insertion,epoch,6,32,2,25,6.007305024,16.445411148,12.139524293,2.427532599,0.420610808,0.996869993,245.182653843
primary,16,125,insertion,epoch,6,32,3,27,6.359105500,16.912537159,7.603584328,2.775166746,1.492795208,0.965988438,274.019591956
primary,16,125,insertion,epoch,6,32,4,20,6.258691028,16.955605881,14.331154025,1.922394011,0.610151754,0.989923108,198.880979042
primary,16,125,insertion,epoch,6,32,5,13,6.431212571,16.385290156,17.932216306,1.233486501,0.585332750,0.979292535,136.346920378
primary,16,125,insertion,epoch,6,32,6,18,6.166936976,16.415037499,20.254619972,1.641314217,0.750773641,0.981385806,177.820784782
primary,16,125,insertion,epoch,6,32,7,19,6.038550306,16.714597781,19.350844642,1.696767602,0.991739060,0.970666161,182.240534467
control,16,125,post,full-window,6.000000000,32,,26,6.510152040,21.356143810,8.808386563,1.683699450,0.487136082,0.996105821,170.443533798
control,16,125,post,full-window,6.000000000,64,,25,6.510152040,20.678071905,8.852339043,1.679829725,0.494811477,0.995668244,170.115992622
control,16,125,post,full-window,6.000000000,256,,22,6.510152040,18.714597781,9.247621131,1.643209724,0.448553944,0.995455660,166.995754604
control,16,125,post,full-window,6.000000000,1024,,17,6.510152040,16.640250440,10.148535445,1.553696728,0.129209788,0.999386207,159.303421352
control,16,125,post,full-window,8.000000000,32,,23,8.259955764,21.356143810,8.514272486,1.701095439,0.505456351,0.994698410,171.819434672
control,16,125,post,full-window,8.000000000,64,,22,8.259955764,20.678071905,8.557439464,1.697671974,0.516521853,0.993974143,171.533949011
control,16,125,post,full-window,8.000000000,256,,19,8.259955764,18.714597781,9.092852392,1.653188236,0.482691025,0.993051157,167.798923034
control,16,125,post,full-window,8.000000000,1024,,14,8.259955764,16.640250440,10.528299529,1.525941508,0.070594845,0.999737127,157.018684292
control,16,125,post,full-window,10.000000000,32,,20,10.100076685,21.356143810,7.821625958,1.740806372,0.496898353,0.993316777,174.939037703
control,16,125,post,full-window,10.000000000,64,,19,10.100076685,20.678071905,7.822251794,1.740761356,0.511304035,0.992202911,174.935341940
control,16,125,post,full-window,10.000000000,256,,16,10.100076685,18.714597781,8.475679896,1.691685647,0.503983904,0.989541186,170.877502030
control,16,125,post,full-window,10.000000000,1024,,11,10.100076685,16.640250440,10.769813276,1.509009331,0.051034678,0.999786901,155.634709027
control,16,125,post,full-window,12.000000000,32,,17,12.067369998,21.356143810,6.570560844,1.810374636,0.451054010,0.992520231,180.366525931
control,16,125,post,full-window,12.000000000,64,,16,12.067369998,20.678071905,6.401848260,1.821466685,0.461478662,0.991230954,181.262650041
control,16,125,post,full-window,12.000000000,256,,13,12.067369998,18.714597781,6.956626933,1.783336825,0.489938400,0.985492110,178.156962173
control,16,125,post,full-window,12.000000000,1024,,8,12.067369998,16.640250440,10.721952580,1.512150063,0.061323302,0.999462779,155.888358613
control,16,125,post,epoch,6,32,0,18,6.457708694,18.573735245,11.366075118,1.443854506,0.499937127,0.991746142,149.976107722
control,16,125,post,epoch,6,32,1,18,6.451343631,18.415037499,11.321553201,1.426997126,0.365723047,0.995582965,148.313277286
control,16,125,post,epoch,6,32,2,18,6.050099214,18.870716983,11.580570819,1.361187935,0.604062084,0.987949936,142.254612604
control,16,125,post,epoch,6,32,3,18,6.445193837,18.642447995,11.431642479,1.463228039,0.708151483,0.983439306,151.901534227
control,16,125,post,epoch,6,32,4,17,6.533031373,18.476438044,12.098685671,1.354080344,0.643928425,0.984755742,142.090398674
control,16,125,post,epoch,6,32,5,16,6.566365661,18.415037499,12.473549789,1.244697518,0.328590864,0.995554096,131.964511475
control,16,125,post,epoch,6,32,6,27,6.171776723,18.356143810,2.969601759,2.309711493,1.314021532,0.973646939,224.701905079
control,16,125,post,epoch,6,32,7,17,6.281219650,18.022720076,12.029084364,1.395094064,0.489730099,0.991182516,145.958114539
control,16,125,insertion,full-window,6.000000000,32,,26,6.510152040,21.356143810,9.808386563,1.683699450,0.487136082,0.996105821,171.443533798
control,16,125,insertion,full-window,6.000000000,64,,25,6.510152040,20.678071905,9.852339043,1.679829725,0.494811477,0.995668244,171.115992622
control,16,125,insertion,full-window,6.000000000,256,,22,6.510152040,18.714597781,10.247621131,1.643209724,0.448553944,0.995455660,167.995754604
control,16,125,insertion,full-window,6.000000000,1024,,17,6.510152040,16.640250440,11.148535445,1.553696728,0.129209788,0.999386207,160.303421352
control,16,125,insertion,full-window,8.000000000,32,,23,8.259955764,21.356143810,9.514272486,1.701095439,0.505456351,0.994698410,172.819434672
control,16,125,insertion,full-window,8.000000000,64,,22,8.259955764,20.678071905,9.557439464,1.697671974,0.516521853,0.993974143,172.533949011
control,16,125,insertion,full-window,8.000000000,256,,19,8.259955764,18.714597781,10.092852392,1.653188236,0.482691025,0.993051157,168.798923034
control,16,125,insertion,full-window,8.000000000,1024,,14,8.259955764,16.640250440,11.528299529,1.525941508,0.070594845,0.999737127,158.018684292
control,16,125,insertion,full-window,10.000000000,32,,20,10.100076685,21.356143810,8.821625958,1.740806372,0.496898353,0.993316777,175.939037703
control,16,125,insertion,full-window,10.000000000,64,,19,10.100076685,20.678071905,8.822251794,1.740761356,0.511304035,0.992202911,175.935341940
control,16,125,insertion,full-window,10.000000000,256,,16,10.100076685,18.714597781,9.475679896,1.691685647,0.503983904,0.989541186,171.877502030
control,16,125,insertion,full-window,10.000000000,1024,,11,10.100076685,16.640250440,11.769813276,1.509009331,0.051034678,0.999786901,156.634709027
control,16,125,insertion,full-window,12.000000000,32,,17,12.067369998,21.356143810,7.570560844,1.810374636,0.451054010,0.992520231,181.366525931
control,16,125,insertion,full-window,12.000000000,64,,16,12.067369998,20.678071905,7.401848260,1.821466685,0.461478662,0.991230954,182.262650041
control,16,125,insertion,full-window,12.000000000,256,,13,12.067369998,18.714597781,7.956626933,1.783336825,0.489938400,0.985492110,179.156962173
control,16,125,insertion,full-window,12.000000000,1024,,8,12.067369998,16.640250440,11.721952580,1.512150063,0.061323302,0.999462779,156.888358613
control,16,125,insertion,epoch,6,32,0,18,6.457708694,18.573735245,12.366075118,1.443854506,0.499937127,0.991746142,150.976107722
control,16,125,insertion,epoch,6,32,1,18,6.451343631,18.415037499,12.321553201,1.426997126,0.365723047,0.995582965,149.313277286
control,16,125,insertion,epoch,6,32,2,18,6.050099214,18.870716983,12.580570819,1.361187935,0.604062084,0.987949936,143.254612604
control,16,125,insertion,epoch,6,32,3,18,6.445193837,18.642447995,12.431642479,1.463228039,0.708151483,0.983439306,152.901534227
control,16,125,insertion,epoch,6,32,4,17,6.533031373,18.476438044,13.098685671,1.354080344,0.643928425,0.984755742,143.090398674
control,16,125,insertion,epoch,6,32,5,16,6.566365661,18.415037499,13.473549789,1.244697518,0.328590864,0.995554096,132.964511475
control,16,125,insertion,epoch,6,32,6,27,6.171776723,18.356143810,3.969601759,2.309711493,1.314021532,0.973646939,225.701905079
control,16,125,insertion,epoch,6,32,7,17,6.281219650,18.022720076,13.029084364,1.395094064,0.489730099,0.991182516,146.958114539
